index,City,Date,Card Type,Exp Type,Gender,Amount
4851,"Greater Mumbai, India",2020-02-17,Gold,Entertainment,F,71398.0
4852,"Ahmedabad, India",2020-12-22,Platinum,Grocery,F,198910.0
4853,"Ahmedabad, India",2019-11-01,Platinum,Entertainment,F,89550.0
4854,,2019-09-05,Signature,Fuel,M,250356.0
4855,,2019-12-28,Gold,Grocery,F,29531.0
4856,"Bengaluru, India",,Gold,Fuel,F,172440.0
4857,"Greater Mumbai, India",2020-11-16,Gold,Food,M,228387.0
4858,"Delhi, India",2020-01-22,Gold,Fuel,M,19193.0
4859,"Ahmedabad, India",2019-12-07,Gold,Fuel,M,74175.0
4860,"Ahmedabad, India",,Signature,Grocery,M,30857.0
4861,"Delhi, India",2019-01-18,Platinum,Food,M,41731.0
4862,"Ahmedabad, India",2019-08-01,Platinum,Entertainment,M,283211.0
4863,"Bengaluru, India",2019-11-05,Platinum,Entertainment,M,111186.0
4864,"Greater Mumbai, India",2020-04-21,Signature,Food,M,12614.0
4865,"Ahmedabad, India",2019-12-12,Signature,Bills,F,92284.0
4866,"Ahmedabad, India",2020-10-29,Signature,Entertainment,F,125517.0
4867,"Delhi, India",2019-10-28,Platinum,Grocery,F,2393.0
4868,"Bengaluru, India",,Signature,Grocery,F,115378.0
4869,"Greater Mumbai, India",2019-03-11,Gold,Entertainment,M,200390.0
4870,"Greater Mumbai, India",2020-08-17,Platinum,Entertainment,F,190575.0
4871,"Delhi, India",2020-02-16,Gold,Entertainment,M,192587.0
4872,"Delhi, India",2019-04-05,Gold,Food,F,240664.0
4873,"Delhi, India",2019-12-24,Silver,Fuel,M,108860.0
4874,"Bengaluru, India",2019-03-10,Silver,Food,M,19242.0
4875,,2020-12-02,Signature,Entertainment,M,120049.0
4876,"Ahmedabad, India",2020-01-08,Platinum,Grocery,F,121893.0
4877,"Delhi, India",2019-02-06,Silver,Bills,F,260347.0
4878,"Greater Mumbai, India",2019-08-08,Gold,Bills,M,241478.0
4879,"Greater Mumbai, India",,Gold,Bills,M,71949.0
4880,"Delhi, India",2019-07-27,Silver,Food,F,170945.0
4881,"Delhi, India",2020-12-22,Signature,Food,M,223891.0
4882,"Ahmedabad, India",2020-04-29,Gold,Entertainment,M,245856.0
4883,"Greater Mumbai, India",2020-09-11,Silver,Entertainment,F,82021.0
4884,"Greater Mumbai, India",,Silver,Grocery,M,221221.0
4885,"Greater Mumbai, India",2020-03-19,Gold,Food,F,284273.0
4886,"Greater Mumbai, India",2019-04-10,Silver,Bills,M,54814.0
4887,"Greater Mumbai, India",2020-09-16,Platinum,Grocery,F,
4888,"Greater Mumbai, India",2019-12-10,Silver,Fuel,F,62964.0
4889,"Ahmedabad, India",2020-12-01,Gold,Food,F,261391.0
4890,,2019-03-15,Platinum,Grocery,M,27395.0
4891,"Ahmedabad, India",2020-05-16,Signature,Grocery,F,212709.0
4892,"Delhi, India",2019-03-17,Silver,Grocery,F,294934.0
4893,"Ahmedabad, India",,Silver,Entertainment,M,191608.0
4894,"Greater Mumbai, India",,Gold,Entertainment,M,93385.0
4895,"Ahmedabad, India",2019-05-16,Platinum,Fuel,M,43924.0
4896,"Greater Mumbai, India",,Signature,Food,M,270596.0
4897,"Greater Mumbai, India",2020-04-26,Platinum,Grocery,M,234231.0
4898,"Greater Mumbai, India",2020-05-15,Silver,Entertainment,F,73287.0
4899,,2019-06-09,Silver,Entertainment,M,170609.0
4900,"Greater Mumbai, India",2019-11-29,Platinum,Entertainment,F,35146.0
4901,"Ahmedabad, India",2020-04-27,Silver,Food,M,93599.0
4902,,,Gold,Fuel,F,59344.0
4903,"Delhi, India",2020-08-22,Gold,Grocery,F,178041.0
4904,"Delhi, India",2019-06-23,Silver,Entertainment,F,60881.0
4905,"Delhi, India",,Gold,Food,M,122674.0
4906,"Delhi, India",2020-02-16,Silver,Fuel,F,293919.0
4907,"Delhi, India",2020-04-19,Platinum,Food,M,90633.0
4908,"Delhi, India",2020-04-15,Silver,Entertainment,M,105623.0
4909,"Delhi, India",2020-05-11,Signature,Food,F,200092.0
4910,"Bengaluru, India",2019-06-16,Gold,Fuel,M,164101.0
4911,"Delhi, India",2020-02-28,Gold,Fuel,F,277295.0
4912,"Bengaluru, India",2019-11-01,Gold,Grocery,F,250112.0
4913,,2019-01-08,Platinum,Food,M,130761.0
4914,"Greater Mumbai, India",2019-10-16,Platinum,Fuel,M,36807.0
4915,"Bengaluru, India",2019-06-20,Platinum,Bills,F,177903.0
4916,"Delhi, India",2019-09-25,Silver,Fuel,M,223932.0
4917,"Delhi, India",2019-12-07,Gold,Grocery,M,123862.0
4918,"Delhi, India",2020-02-07,Platinum,Bills,M,280491.0
4919,"Delhi, India",2019-01-04,Silver,Fuel,F,255777.0
4920,"Ahmedabad, India",,Platinum,Grocery,M,96297.0
4921,"Greater Mumbai, India",2019-08-27,Silver,Fuel,M,38697.0
4922,"Delhi, India",,Silver,Bills,F,272424.0
4923,"Bengaluru, India",2019-06-03,Platinum,Bills,M,40611.0
4924,"Bengaluru, India",2020-02-26,Gold,Entertainment,F,256924.0
4925,"Delhi, India",2020-12-15,Gold,Fuel,M,73518.0
4926,"Delhi, India",2019-12-13,Signature,Bills,M,
4927,"Delhi, India",2020-03-19,Signature,Food,F,65381.0
4928,"Ahmedabad, India",2020-11-02,Signature,Grocery,F,247502.0
4929,"Bengaluru, India",2019-03-30,Silver,Fuel,F,178209.0
4930,"Bengaluru, India",,Gold,Grocery,M,298449.0
4931,"Delhi, India",2019-06-09,Platinum,Food,M,242837.0
4932,"Ahmedabad, India",2020-01-16,Signature,Entertainment,F,278868.0
4933,"Delhi, India",2020-08-03,Gold,Bills,M,191799.0
4934,"Ahmedabad, India",2020-05-02,Platinum,Bills,F,144913.0
4935,"Bengaluru, India",2020-12-07,Platinum,Entertainment,M,177448.0
4936,"Delhi, India",2020-02-13,Platinum,Entertainment,F,
4937,"Bengaluru, India",2020-01-31,Gold,Food,F,
4938,"Greater Mumbai, India",2019-11-18,Gold,Entertainment,F,190805.0
4939,"Ahmedabad, India",2020-10-24,Silver,Grocery,F,47324.0
4940,"Greater Mumbai, India",2019-06-28,Platinum,Food,M,257336.0
4941,"Ahmedabad, India",,Signature,Grocery,F,202073.0
4942,"Ahmedabad, India",2020-10-06,Signature,Entertainment,F,145357.0
4943,"Delhi, India",2019-05-02,Platinum,Grocery,M,169172.0
4944,"Delhi, India",,Gold,Bills,F,30953.0
4945,"Delhi, India",2020-04-22,Platinum,Entertainment,M,250258.0
4946,"Ahmedabad, India",2020-09-08,Platinum,Bills,F,149847.0
4947,"Greater Mumbai, India",,Platinum,Bills,F,130409.0
4948,"Ahmedabad, India",2019-11-07,Platinum,Bills,F,70170.0
4949,"Ahmedabad, India",2019-08-29,Signature,Fuel,F,57415.0
4950,"Greater Mumbai, India",2019-05-04,Silver,Grocery,M,50293.0
4951,"Ahmedabad, India",2020-08-21,Platinum,Fuel,F,220119.0
4952,"Greater Mumbai, India",2019-06-22,Silver,Grocery,M,288617.0
4953,"Delhi, India",2019-05-27,Platinum,Fuel,M,240869.0
4954,"Ahmedabad, India",2020-05-23,Signature,Food,M,287744.0
4955,,2020-08-31,Signature,Bills,F,130845.0
4956,"Ahmedabad, India",2019-01-24,Signature,Grocery,M,178220.0
4957,"Ahmedabad, India",2020-12-08,Platinum,Grocery,F,127041.0
4958,"Delhi, India",2020-09-19,Signature,Food,M,66725.0
4959,"Bengaluru, India",2020-02-20,Gold,Fuel,M,228471.0
4960,"Ahmedabad, India",2020-04-26,Platinum,Bills,M,134958.0
4961,"Delhi, India",2020-08-13,Gold,Entertainment,M,
4962,"Greater Mumbai, India",2019-09-03,Gold,Food,M,27506.0
4963,"Greater Mumbai, India",2019-07-10,Signature,Grocery,F,71711.0
4964,"Delhi, India",2020-03-26,Gold,Food,F,243426.0
4965,"Bengaluru, India",2019-03-14,Signature,Grocery,M,
4966,"Delhi, India",2019-01-28,Platinum,Entertainment,F,
4967,"Delhi, India",2020-11-10,Signature,Food,M,261855.0
4968,"Delhi, India",2019-01-09,Silver,Entertainment,M,
4969,"Ahmedabad, India",2019-01-07,Platinum,Entertainment,F,137538.0
4970,"Ahmedabad, India",2019-10-04,Silver,Entertainment,F,17168.0
4971,"Delhi, India",,Gold,Bills,F,105312.0
4972,"Bengaluru, India",,Silver,Grocery,F,259884.0
4973,"Greater Mumbai, India",2020-01-22,Signature,Grocery,F,144410.0
4974,"Ahmedabad, India",2020-11-10,Platinum,Fuel,M,
4975,"Delhi, India",2020-08-05,Gold,Food,M,172168.0
4976,"Delhi, India",2019-02-26,Signature,Food,F,
4977,"Bengaluru, India",2019-04-07,Signature,Bills,F,57907.0
4978,"Delhi, India",2019-10-20,Gold,Fuel,M,218541.0
4979,"Bengaluru, India",2019-11-15,Platinum,Fuel,M,189598.0
4980,"Greater Mumbai, India",2020-05-26,Gold,Entertainment,M,64509.0
4981,"Delhi, India",2020-05-16,Signature,Bills,M,96674.0
4982,"Ahmedabad, India",2020-10-30,Platinum,Grocery,M,2998.0
4983,"Greater Mumbai, India",2020-10-01,Gold,Grocery,F,3135.0
4984,"Ahmedabad, India",2020-04-27,Gold,Food,M,203247.0
4985,"Greater Mumbai, India",2019-03-13,Gold,Entertainment,M,149575.0
4986,"Ahmedabad, India",2020-08-02,Platinum,Bills,F,223853.0
4987,"Delhi, India",2019-03-04,Platinum,Entertainment,F,95386.0
4988,"Ahmedabad, India",2020-10-14,Signature,Fuel,M,237189.0
4989,"Greater Mumbai, India",2019-02-11,Gold,Entertainment,F,259064.0
4990,"Greater Mumbai, India",2020-05-02,Silver,Entertainment,F,35528.0
4991,"Greater Mumbai, India",2019-05-24,Signature,Entertainment,F,162669.0
4992,"Delhi, India",2019-08-23,Silver,Entertainment,M,9645.0
4993,"Bengaluru, India",2019-11-07,Silver,Grocery,M,233078.0
4994,"Bengaluru, India",2019-11-07,Silver,Grocery,F,189477.0
4995,"Bengaluru, India",2020-03-23,Silver,Grocery,M,8292.0
4996,"Greater Mumbai, India",,Platinum,Food,F,265978.0
4997,"Bengaluru, India",,Signature,Bills,M,221562.0
4998,"Bengaluru, India",2020-01-26,Silver,Bills,F,287543.0
4999,"Greater Mumbai, India",2019-10-02,Signature,Food,M,
5000,"Bengaluru, India",2019-11-29,Silver,Entertainment,M,76361.0
5001,"Ahmedabad, India",2019-03-09,Platinum,Entertainment,F,138749.0
5002,"Delhi, India",2019-12-10,Platinum,Bills,M,142276.0
5003,"Greater Mumbai, India",2019-04-17,Platinum,Entertainment,M,
5004,"Bengaluru, India",2019-05-22,Silver,Bills,F,45639.0
5005,"Ahmedabad, India",2020-02-07,Gold,Fuel,F,284056.0
5006,"Bengaluru, India",,Signature,Food,M,
5007,"Greater Mumbai, India",2019-10-14,Gold,Food,F,200073.0
5008,"Ahmedabad, India",2020-12-18,Platinum,Fuel,M,67531.0
5009,"Delhi, India",2020-06-20,Silver,Fuel,M,2215.0
5010,"Delhi, India",2020-02-22,Signature,Entertainment,F,251907.0
5011,"Delhi, India",,Signature,Fuel,F,32975.0
5012,"Bengaluru, India",,Gold,Bills,F,291275.0
5013,"Bengaluru, India",2019-04-29,Signature,Food,M,40861.0
5014,"Ahmedabad, India",,Signature,Bills,M,239456.0
5015,"Delhi, India",2019-02-06,Platinum,Grocery,M,127893.0
5016,"Delhi, India",2020-01-02,Signature,Food,F,154073.0
5017,"Greater Mumbai, India",2020-10-30,Silver,Entertainment,M,38504.0
5018,"Greater Mumbai, India",2019-11-20,Gold,Entertainment,F,64282.0
5019,"Greater Mumbai, India",2020-03-11,Platinum,Fuel,F,164200.0
5020,"Ahmedabad, India",,Gold,Bills,M,3386.0
5021,"Delhi, India",2020-02-07,Gold,Entertainment,F,255680.0
5022,,2019-11-23,Gold,Food,M,200007.0
5023,"Bengaluru, India",2019-03-10,Gold,Fuel,M,173553.0
5024,"Greater Mumbai, India",2020-02-13,Signature,Bills,F,264936.0
5025,"Delhi, India",2019-03-27,Platinum,Bills,F,33272.0
5026,"Bengaluru, India",2020-12-27,Signature,Fuel,M,
5027,"Delhi, India",2019-07-13,Silver,Grocery,F,
5028,"Ahmedabad, India",2020-05-15,Signature,Grocery,F,296168.0
5029,"Greater Mumbai, India",2019-11-23,Platinum,Food,M,58915.0
5030,"Delhi, India",,Silver,Entertainment,F,
5031,"Ahmedabad, India",2020-10-09,Signature,Food,F,20408.0
5032,"Bengaluru, India",2019-05-25,Platinum,Fuel,M,167042.0
5033,"Ahmedabad, India",,Gold,Bills,M,173818.0
5034,"Delhi, India",,Platinum,Entertainment,F,242394.0
5035,"Delhi, India",2020-12-22,Signature,Grocery,F,32441.0
5036,"Bengaluru, India",2019-11-18,Gold,Bills,F,242288.0
5037,"Ahmedabad, India",2020-06-27,Gold,Bills,M,47509.0
5038,"Ahmedabad, India",2019-12-04,Silver,Grocery,F,83531.0
5039,"Delhi, India",2019-01-16,Platinum,Bills,M,
5040,"Bengaluru, India",2020-09-08,Signature,Entertainment,M,
5041,"Bengaluru, India",2019-02-02,Signature,Entertainment,F,88156.0
5042,"Delhi, India",2019-12-24,Signature,Grocery,F,142698.0
5043,"Bengaluru, India",2019-02-12,Gold,Food,M,297842.0
5044,"Bengaluru, India",2019-03-07,Platinum,Entertainment,M,233099.0
5045,"Greater Mumbai, India",2020-02-03,Signature,Grocery,M,11516.0
5046,"Ahmedabad, India",2019-09-21,Gold,Grocery,F,38521.0
5047,"Greater Mumbai, India",2020-12-06,Platinum,Fuel,F,205539.0
5048,"Delhi, India",2019-10-04,Gold,Grocery,F,
5049,"Greater Mumbai, India",,Signature,Fuel,F,262459.0
5050,"Delhi, India",2019-01-23,Platinum,Entertainment,F,163604.0
5051,"Delhi, India",2020-07-31,Silver,Fuel,F,236202.0
5052,"Delhi, India",,Signature,Bills,F,229937.0
5053,,2020-12-10,Signature,Bills,F,263528.0
5054,"Bengaluru, India",2020-11-04,Signature,Grocery,M,177198.0
5055,"Ahmedabad, India",2019-01-08,Gold,Bills,M,245460.0
5056,"Greater Mumbai, India",2019-01-12,Signature,Entertainment,M,203309.0
5057,"Bengaluru, India",2019-10-11,Signature,Bills,F,182330.0
5058,"Ahmedabad, India",2019-12-16,Gold,Food,F,274624.0
5059,"Delhi, India",2020-04-26,Gold,Food,F,223541.0
5060,"Ahmedabad, India",2019-03-04,Platinum,Food,M,175059.0
5061,"Greater Mumbai, India",,Signature,Grocery,M,68618.0
5062,"Ahmedabad, India",2020-07-18,Signature,Food,M,101495.0
5063,"Delhi, India",2019-11-11,Gold,Fuel,M,258034.0
5064,"Greater Mumbai, India",2020-12-08,Gold,Grocery,M,93823.0
5065,"Greater Mumbai, India",2019-12-31,Platinum,Food,M,256335.0
5066,"Ahmedabad, India",2020-12-12,Platinum,Fuel,M,43230.0
5067,"Greater Mumbai, India",2019-12-08,Gold,Food,F,27156.0
5068,"Delhi, India",2019-08-11,Platinum,Entertainment,M,
5069,"Delhi, India",2020-10-15,Platinum,Grocery,M,137925.0
5070,"Greater Mumbai, India",2019-01-07,Gold,Food,M,63211.0
5071,"Delhi, India",2020-01-20,Gold,Grocery,M,54337.0
5072,"Delhi, India",2020-10-14,Silver,Bills,M,185861.0
5073,"Greater Mumbai, India",2019-05-06,Gold,Bills,F,92895.0
5074,"Greater Mumbai, India",2020-07-02,Silver,Entertainment,F,225595.0
5075,"Delhi, India",2020-01-28,Signature,Entertainment,F,114523.0
5076,,2019-01-10,Silver,Bills,M,67576.0
5077,,2020-04-15,Signature,Fuel,M,69333.0
5078,"Greater Mumbai, India",2020-08-28,Silver,Grocery,F,124896.0
5079,,2019-02-08,Silver,Bills,F,92794.0
5080,"Greater Mumbai, India",,Gold,Fuel,M,130982.0
5081,"Delhi, India",2019-04-05,Signature,Grocery,M,116802.0
5082,"Greater Mumbai, India",,Gold,Grocery,M,181921.0
5083,"Delhi, India",2020-07-19,Signature,Bills,M,248399.0
5084,"Greater Mumbai, India",2020-02-19,Silver,Entertainment,M,278038.0
5085,"Bengaluru, India",2019-10-21,Gold,Fuel,F,150431.0
5086,"Ahmedabad, India",,Silver,Grocery,F,69556.0
5087,"Bengaluru, India",2020-02-03,Platinum,Bills,F,298870.0
5088,"Greater Mumbai, India",2020-06-02,Gold,Grocery,F,
5089,"Bengaluru, India",2019-11-13,Silver,Fuel,M,263803.0
5090,"Bengaluru, India",,Silver,Bills,F,168736.0
5091,"Ahmedabad, India",2020-12-19,Silver,Food,F,15694.0
5092,"Bengaluru, India",2020-03-19,Silver,Bills,F,153334.0
5093,"Greater Mumbai, India",2019-12-01,Gold,Entertainment,M,129822.0
5094,"Ahmedabad, India",2019-05-21,Silver,Bills,F,216543.0
5095,"Delhi, India",2019-12-06,Gold,Fuel,M,296286.0
5096,,2019-01-07,Gold,Food,M,263785.0
5097,"Greater Mumbai, India",2019-03-03,Signature,Food,F,149618.0
5098,"Greater Mumbai, India",2019-02-20,Silver,Bills,M,229431.0
5099,,2020-02-27,Platinum,Grocery,M,148330.0
5100,,2019-04-15,Silver,Entertainment,M,249348.0
5101,"Greater Mumbai, India",2020-05-06,Gold,Bills,M,169990.0
5102,"Bengaluru, India",2019-09-30,Silver,Entertainment,M,
5103,"Bengaluru, India",2020-09-14,Silver,Food,M,206115.0
5104,"Ahmedabad, India",2020-03-25,Signature,Entertainment,M,115117.0
5105,"Ahmedabad, India",2019-04-02,Platinum,Grocery,M,182098.0
5106,"Greater Mumbai, India",2019-01-09,Gold,Fuel,M,292654.0
5107,"Delhi, India",2019-03-20,Platinum,Food,M,99446.0
5108,"Bengaluru, India",2019-10-10,Signature,Fuel,F,
5109,"Delhi, India",2019-10-29,Signature,Bills,F,48176.0
5110,"Greater Mumbai, India",2019-11-28,Platinum,Grocery,F,
5111,"Greater Mumbai, India",2020-04-23,Platinum,Entertainment,M,46361.0
5112,"Ahmedabad, India",2019-01-30,Silver,Grocery,F,94948.0
5113,"Ahmedabad, India",2019-01-11,Signature,Food,M,39908.0
5114,,,Platinum,Entertainment,M,37350.0
5115,"Bengaluru, India",2020-12-02,Gold,Grocery,F,165928.0
5116,"Delhi, India",2019-11-27,Silver,Grocery,F,125764.0
5117,"Delhi, India",2019-10-25,Silver,Entertainment,M,233984.0
5118,"Greater Mumbai, India",2019-12-23,Platinum,Entertainment,M,264802.0
5119,"Bengaluru, India",2020-05-21,Silver,Fuel,F,140221.0
5120,"Delhi, India",2019-01-18,Silver,Entertainment,M,293272.0
5121,"Greater Mumbai, India",2020-07-26,Silver,Entertainment,M,179924.0
5122,"Greater Mumbai, India",2020-12-21,Platinum,Food,M,152109.0
5123,,2019-03-11,Gold,Food,F,294381.0
5124,"Greater Mumbai, India",2020-07-23,Silver,Fuel,M,110778.0
5125,"Delhi, India",2019-04-04,Gold,Fuel,M,152157.0
5126,"Greater Mumbai, India",2020-02-07,Silver,Food,M,182214.0
5127,"Greater Mumbai, India",2020-07-06,Gold,Entertainment,M,108199.0
5128,"Greater Mumbai, India",2019-11-05,Signature,Food,M,288390.0
5129,"Ahmedabad, India",2020-04-27,Gold,Grocery,F,118176.0
5130,"Delhi, India",2020-03-23,Silver,Food,M,204604.0
5131,"Delhi, India",2019-12-06,Signature,Grocery,M,239209.0
5132,"Ahmedabad, India",,Platinum,Bills,M,226908.0
5133,"Delhi, India",,Platinum,Food,F,89742.0
5134,"Bengaluru, India",2020-04-11,Signature,Entertainment,F,2469.0
5135,"Ahmedabad, India",2019-12-24,Gold,Food,F,298250.0
5136,"Delhi, India",2020-02-10,Platinum,Bills,M,143828.0
5137,,,Platinum,Grocery,M,21337.0
5138,"Bengaluru, India",2019-10-16,Signature,Entertainment,M,44937.0
5139,"Greater Mumbai, India",2020-02-09,Silver,Bills,M,205380.0
5140,,2020-05-21,Gold,Food,F,14277.0
5141,"Greater Mumbai, India",2020-11-05,Gold,Bills,M,226017.0
5142,"Delhi, India",2019-10-14,Signature,Bills,F,290065.0
5143,"Ahmedabad, India",2020-03-30,Platinum,Grocery,M,93015.0
5144,"Greater Mumbai, India",2020-09-03,Gold,Entertainment,F,133234.0
5145,"Delhi, India",2020-10-24,Silver,Fuel,F,31694.0
5146,"Delhi, India",2020-10-08,Signature,Bills,F,117144.0
5147,"Bengaluru, India",2019-03-24,Signature,Entertainment,M,214433.0
5148,"Ahmedabad, India",2019-03-04,Silver,Bills,F,250085.0
5149,"Ahmedabad, India",2019-12-01,Signature,Food,F,237938.0
5150,"Greater Mumbai, India",2019-08-18,Gold,Bills,M,169137.0
5151,"Bengaluru, India",2019-04-20,Platinum,Fuel,M,27278.0
5152,"Delhi, India",2020-11-07,Platinum,Bills,M,
5153,"Greater Mumbai, India",2020-12-02,Silver,Food,F,184570.0
5154,"Greater Mumbai, India",2020-05-14,Signature,Bills,M,207000.0
5155,"Bengaluru, India",2020-07-16,Gold,Entertainment,F,106923.0
5156,"Bengaluru, India",2020-02-04,Silver,Food,M,139427.0
5157,"Delhi, India",2020-01-05,Signature,Grocery,M,274026.0
5158,"Bengaluru, India",2020-04-07,Platinum,Fuel,M,105993.0
5159,"Delhi, India",2019-02-09,Platinum,Bills,F,121012.0
5160,"Greater Mumbai, India",2019-01-22,Signature,Bills,M,14334.0
5161,"Bengaluru, India",2019-12-16,Platinum,Bills,F,286820.0
5162,"Ahmedabad, India",2019-09-28,Signature,Grocery,M,231234.0
5163,"Delhi, India",2020-12-26,Signature,Food,F,80059.0
5164,"Greater Mumbai, India",,Gold,Fuel,F,16604.0
5165,"Greater Mumbai, India",2020-02-26,Platinum,Food,M,219062.0
5166,"Ahmedabad, India",2019-09-28,Silver,Food,M,18215.0
5167,,2020-03-14,Silver,Food,F,265386.0
5168,"Ahmedabad, India",2019-05-05,Silver,Food,M,
5169,"Ahmedabad, India",2020-08-24,Signature,Food,F,167931.0
5170,"Bengaluru, India",2020-10-25,Gold,Grocery,F,271783.0
5171,"Bengaluru, India",,Gold,Food,M,99507.0
5172,"Delhi, India",2020-03-23,Platinum,Entertainment,M,231213.0
5173,"Bengaluru, India",2020-06-26,Silver,Bills,F,188504.0
5174,"Greater Mumbai, India",2019-04-21,Platinum,Bills,F,183125.0
5175,"Delhi, India",2019-12-18,Silver,Grocery,F,146001.0
5176,"Ahmedabad, India",2019-07-09,Silver,Grocery,M,258089.0
5177,"Greater Mumbai, India",2019-11-03,Platinum,Entertainment,M,83076.0
5178,"Delhi, India",,Silver,Food,M,151476.0
5179,"Bengaluru, India",2019-01-23,Platinum,Food,M,173769.0
5180,"Greater Mumbai, India",2019-10-10,Gold,Bills,F,104397.0
5181,"Delhi, India",2020-04-22,Silver,Bills,M,156269.0
5182,"Bengaluru, India",2019-04-14,Signature,Entertainment,M,257298.0
5183,"Ahmedabad, India",,Gold,Grocery,M,218367.0
5184,,2020-12-16,Signature,Fuel,M,147691.0
5185,"Delhi, India",,Gold,Food,M,262967.0
5186,"Bengaluru, India",2019-05-03,Gold,Bills,F,51737.0
5187,"Greater Mumbai, India",2019-08-17,Silver,Grocery,F,262366.0
5188,"Bengaluru, India",2020-10-12,Silver,Fuel,M,
5189,"Delhi, India",2019-02-22,Platinum,Bills,M,263045.0
5190,"Greater Mumbai, India",2019-05-29,Gold,Fuel,M,
5191,"Delhi, India",2020-04-23,Gold,Fuel,F,6513.0
5192,"Bengaluru, India",2020-05-19,Silver,Food,M,165868.0
5193,"Delhi, India",2020-08-03,Signature,Grocery,F,83353.0
5194,"Greater Mumbai, India",2019-04-30,Gold,Bills,F,1056.0
5195,"Ahmedabad, India",2020-01-31,Gold,Food,M,270988.0
5196,"Ahmedabad, India",2020-05-03,Signature,Bills,M,38040.0
5197,,2020-11-24,Silver,Fuel,M,16049.0
5198,"Ahmedabad, India",2020-12-20,Signature,Food,M,100310.0
5199,"Ahmedabad, India",2020-12-31,Platinum,Fuel,F,227672.0
5200,"Delhi, India",2020-05-14,Platinum,Entertainment,F,158767.0
5201,"Delhi, India",2019-10-16,Signature,Fuel,M,288390.0
5202,"Bengaluru, India",2020-11-06,Gold,Food,M,74125.0
5203,"Ahmedabad, India",2019-06-01,Signature,Bills,M,36240.0
5204,"Delhi, India",,Signature,Entertainment,F,
5205,"Delhi, India",2020-04-12,Silver,Entertainment,M,84161.0
5206,"Bengaluru, India",,Signature,Entertainment,F,94093.0
5207,"Bengaluru, India",2020-04-12,Signature,Bills,F,84189.0
5208,"Bengaluru, India",2019-04-18,Gold,Entertainment,M,156016.0
5209,"Ahmedabad, India",2020-11-03,Gold,Grocery,F,178941.0
5210,"Ahmedabad, India",2020-04-09,Platinum,Food,F,138852.0
5211,,2019-11-26,Gold,Entertainment,F,167149.0
5212,"Delhi, India",2020-12-31,Silver,Bills,F,31202.0
5213,,2020-07-11,Gold,Fuel,F,177232.0
5214,"Ahmedabad, India",2020-02-24,Gold,Fuel,F,93822.0
5215,"Greater Mumbai, India",2020-10-29,Platinum,Grocery,M,124882.0
5216,"Delhi, India",,Gold,Bills,F,59689.0
5217,"Delhi, India",,Signature,Fuel,M,84127.0
5218,"Ahmedabad, India",2019-03-01,Gold,Entertainment,F,211532.0
5219,"Delhi, India",2019-12-21,Silver,Grocery,M,
5220,"Greater Mumbai, India",2020-04-17,Silver,Fuel,M,119541.0
5221,"Bengaluru, India",,Silver,Grocery,F,103709.0
5222,"Ahmedabad, India",2020-10-22,Platinum,Grocery,F,178746.0
5223,"Ahmedabad, India",2019-05-16,Gold,Fuel,F,111732.0
5224,"Ahmedabad, India",2019-03-12,Silver,Grocery,F,261416.0
5225,"Greater Mumbai, India",2019-11-08,Signature,Entertainment,M,165775.0
5226,"Bengaluru, India",2020-09-19,Signature,Grocery,M,241039.0
5227,"Delhi, India",2019-04-15,Silver,Bills,F,4467.0
5228,"Ahmedabad, India",2019-12-14,Silver,Fuel,M,183722.0
5229,"Bengaluru, India",2019-02-27,Signature,Grocery,M,132275.0
5230,"Delhi, India",2020-02-06,Platinum,Bills,M,162517.0
5231,"Bengaluru, India",2020-10-28,Platinum,Grocery,F,200238.0
5232,"Ahmedabad, India",2020-08-08,Signature,Grocery,M,181311.0
5233,"Ahmedabad, India",2020-03-24,Platinum,Entertainment,F,167964.0
5234,"Ahmedabad, India",,Gold,Bills,F,24893.0
5235,"Delhi, India",2020-02-15,Signature,Fuel,M,35233.0
5236,"Greater Mumbai, India",2019-10-22,Platinum,Entertainment,M,79097.0
5237,"Bengaluru, India",2019-03-23,Silver,Entertainment,M,
5238,"Bengaluru, India",2019-02-15,Signature,Grocery,F,
5239,"Delhi, India",2019-04-12,Silver,Bills,F,204842.0
5240,"Delhi, India",,Gold,Food,M,69712.0
5241,"Greater Mumbai, India",2019-01-29,Platinum,Entertainment,F,54937.0
5242,"Delhi, India",2019-02-01,Silver,Fuel,F,263493.0
5243,"Bengaluru, India",2019-10-31,Gold,Fuel,M,
5244,"Bengaluru, India",2020-04-02,Gold,Food,M,268451.0
5245,"Ahmedabad, India",2020-04-25,Signature,Food,F,88575.0
5246,"Bengaluru, India",2020-12-17,Silver,Entertainment,M,164258.0
5247,"Delhi, India",2020-02-24,Silver,Food,M,15121.0
5248,"Delhi, India",2020-04-25,Signature,Bills,F,244345.0
5249,"Greater Mumbai, India",2019-07-06,Signature,Grocery,F,179801.0
5250,"Bengaluru, India",2019-01-31,Gold,Entertainment,F,254756.0
5251,"Ahmedabad, India",2019-04-22,Silver,Food,F,38016.0
5252,"Delhi, India",2019-04-14,Gold,Food,M,22473.0
5253,"Greater Mumbai, India",2019-07-23,Signature,Entertainment,F,263260.0
5254,"Greater Mumbai, India",2020-11-05,Gold,Bills,M,15314.0
5255,,2019-05-15,Silver,Entertainment,F,242764.0
5256,"Bengaluru, India",2020-12-02,Silver,Entertainment,F,1074.0
5257,,2019-12-25,Silver,Entertainment,F,299602.0
