index,City,Date,Card Type,Exp Type,Gender,Amount
7671,"Greater Mumbai, Ivdia",11-Aug-19,Silver,Food,,118382.0
7672,"Ahmedabad, India",22-Jul-19,Platinum,Bills,M,50252.0
7673,"Ahmedabad, India",29-Nov-19,Silver,Bills,F,12513.0
7674,"Delhi, India",07-Jan-20,Silver,Entertainment,M,159365.0
7675,"Delhi, India",30-Jan-20,Platinum,Grocery,F,240576.0
7676,"Delhi, India",28-Apr-19,Silver,Food,M,264080.0
7677,"Bengaluru, India",18-May-20,Gold,Fuel,F,111063.0
7678,"Greater Mumbai, India",10-Jun-19,Gold,Food,,241459.0
7679,"Ahmedabad, India",13-Jan-19,Gold,Grocery,F,265289.0
7680,"Greater Mumbai, India",20-Jan-19,Silver,Fuel,M,291442.0
7681,"Delhi, India",26-Feb-20,Platinum,Grocery,F,254096.0
7682,"Bengaluru, India",06-May-20,,Food,F,33344.0
7683,"Greater Mumbai, India",23-Jul-19,Silver,Fuel,M,244327.0
7684,"Bengaluru, India",15-Nov-20,Signature,Food,M,88241.0
7685,"Greater Mumbai, India",11-Oct-20,Platinum,Food,M,155278.0
7686,"Ahmedabad, India",09-Oct-19,Signature,Grocery,M,94883.0
7687,"Delhi, India",11-Mar-19,Platinum,Fuel,F,262948.0
7688,"Delhi, India",26-Jun-19,Signature,Food,F,156664.0
7689,"Ahmedabad, India",03-Nov-19,Gold,Bills,M,187622.0
7690,"Ahmedabad, India",20-Dec-20,Gold,Entertainment,M,118789.0
7691,"Bengaluru, India",18-Oct-19,Gold,Bills,F,55224.0
7692,"Bengaluru, India",25-Nov-20,Signature,Fuel,M,195143.0
7693,"Greater Mumbai, India",30-Jan-20,Signature,Entertainment,F,136158.0
7694,"Ahmedabad, India",14-Nov-19,Signature,Food,F,273622.0
7695,"Bengaluru, India",15-Apr-20,Platinum,,F,303500.0
7696,"Bengaluru, India",16-Jan-20,Gold,Bills,F,34793.0
7697,"Ahmedabad, India",17-Dec-20,Silver,Bills,M,121330.0
7698,"Delhi, Inwia",23-Nov-20,Signature,Food,M,23746.0
7699,"Greater Mumbai, India",10-Nov-19,Signature,Food,M,88827.0
7700,"Greater Mumbai, India",,Platinum,Grocery,M,24341.0
7701,"Bengaluru, India",07-Feb-19,Platinum,Fuel,M,6550.0
7702,"Delhi, India",23-Jan-19,Gold,Fuel,F,96823.0
7703,"Bengaluru, India",,Silver,Bills,M,319986.0
7704,"Bengaluru, India",24-Feb-19,Silver,Fuel,M,83309.0
7705,"Delhi, India",24-Nov-19,Signature,Grocery,F,123831.0
7706,"Bengaluru, India",15-Oct-19,Silver,Bills,M,83849.0
7707,"Delhi, India",20-Jan-19,Platinum,Bills,M,198414.0
7708,"Bengaluru, India",05-May-19,Gold,,M,102277.0
7709,"Greater Mumbai, India",19-May-19,,Entertainment,F,203893.0
7710,"Ahmedabad, India",14-Oct-19,,Bills,F,111989.0
7711,"Greater Mumbai, India",07-Jan-19,Silver,Entertainment,F,256142.0
7712,"Ahmedabad, Inpia",15-Nov-20,Signature,Grocery,,301900.0
7713,"Ahmedabad, India",15-May-20,Gold,Grocery,M,69752.0
7714,"Delhi, India",08-Jun-19,Signature,Grocery,F,142974.0
7715,"Bengaluru, India",17-Jan-20,Silver,Bills,F,145047.0
7716,"Ahmedabad, India",19-Mar-19,Platinum,Fuel,M,60488.0
7717,"Ahmedabad, India",23-Mar-20,Platinum,Bills,M,31348.0
7718,"Greater Mumbai, India",14-May-19,Signature,Bills,F,70500.0
7719,"Delhi, India",30-Sep-19,Silver,Entertainment,F,46118.0
7720,"Delhi, India",16-Nov-19,Gold,Food,F,182320.0
7721,"Ahmedabad, India",12-Oct-19,Gold,Grocery,F,168333.0
7722,"Greater Mumbai, India",16-Apr-20,Platinum,Grocery,M,
7723,"Delhi, India",15-Jun-19,,Food,F,125036.0
7724,"Greater Mumbai, India",03-Apr-20,Gold,Grocery,F,249336.0
7725,"Greater Mumbai, India",13-Oct-19,Gold,Grocery,M,163496.0
7726,"Ahmedabad, India",16-Feb-20,Platinum,Food,F,156165.0
7727,"Delhi, India",23-Sep-19,Signature,Fuel,F,148442.0
7728,"Delhi, India",14-Jul-20,Signature,Bills,M,263354.0
7729,"Bengaluru, India",16-Oct-20,Platinum,Entertainment,M,283810.0
7730,"Delhi, India",16-Dec-19,Signature,Bills,M,160501.0
7731,"Delhi, India",31-May-19,Gold,Food,M,50981.0
7732,"Ahmedabad, India",15-Nov-19,Silver,,F,89975.0
7733,"Ahmedabad, India",10-Dec-19,Platinum,Bills,M,174335.0
7734,"Ahmedabad, India",10-Jun-19,Silver,Entertainment,F,79461.0
7735,"Bengaluru, India",14-Feb-20,Platinum,Fuel,M,175501.0
7736,"Delhi, India",28-Jul-19,Platinum,Food,F,117508.0
7737,"Bengalurp, India",30-Sep-19,Platinum,Food,M,72509.0
7738,,01-Feb-20,Signature,Grocery,M,146554.0
7739,"Bengaluru, India",23-Dec-19,Gold,Fuel,M,141307.0
7740,,31-Jan-20,Silver,Entertainment,M,55197.0
7741,"Bengaluru, India",19-Apr-20,Signature,Entertainment,F,174759.0
7742,"Greater Mumbai, India",14-Apr-19,Signature,Fuel,F,139395.0
7743,"Ahmedabad, India",02-Feb-19,Platinum,Fuel,M,194662.0
7744,"Bengaluru, India",18-Mar-19,Gold,Food,M,121294.0
7745,"Ahmedabad, India",27-Jan-19,Platinum,Fuel,M,179842.0
7746,"Ahmedabad, India",20-Apr-20,Platinum,Fuel,M,102889.0
7747,"Ahmedabad, India",17-Apr-19,Platinum,Bills,F,153488.0
7748,"Bengaluru, India",21-May-19,Signature,Fuel,M,54857.0
7749,"Greater Mumbai, India",04-Oct-20,Platinum,Entertainment,M,315040.0
7750,"Bengaluru, India",,Signature,Fuel,M,181367.0
7751,"Greater Mumbai, India",10-Feb-19,,Grocery,F,220056.0
7752,"Ahmedabad, India",07-Oct-19,Silver,Fuel,F,287361.0
7753,"Bengaluru, India",04-Sep-19,,Fuel,M,304781.0
7754,,29-Nov-19,Platinum,Fuel,M,31926.0
7755,"Ahmedabad, India",10-Nov-19,Signature,Food,F,124210.0
7756,"Bengaluru, India",07-Dec-19,,Bills,F,270575.0
7757,"Bengaluru, India",03-Nov-20,Gold,Bills,F,101788.0
7758,"Delhi, India",25-Dec-19,Gold,Bills,F,208903.0
7759,"Bengaluru, India",05-Jul-19,Signature,Grocery,M,170110.0
7760,"Ahmedabad, India",20-Sep-20,Silver,Bills,F,211320.0
7761,"Bengaluru, India",30-Mar-20,Silver,Grocery,M,121457.0
7762,"Greater Mumbai, India",15-Jan-19,Platinum,Food,F,79571.0
7763,,27-Feb-20,Gold,Grocery,F,17422.0
7764,"Ahmedabad, India",17-Jan-19,Gold,Food,M,285547.0
7765,"Ahmedabad, India",30-Aug-20,Silver,Entertainment,M,222095.0
7766,"Delhi, India",29-Oct-20,Gold,Bills,F,270702.0
7767,"Ahmedabad, India",23-Oct-20,Signature,Fuel,M,118829.0
7768,"Ahmedabad, India",24-Mar-19,Gold,Entertainment,,20954.0
7769,"Bengaluru, India",12-Jan-20,Signature,Bills,F,132247.0
7770,"Gredter Mumbai, India",13-Nov-19,Gold,Entertainment,F,178223.0
7771,"Ahmedabad, India",11-Dec-20,Platinum,Fuel,M,238068.0
7772,"Delhi, India",23-Apr-20,Silver,Food,M,292211.0
7773,"Greater Mumbai, India",04-Oct-20,Silver,Food,F,266821.0
7774,"Delhi, India",04-Dec-20,Signature,Entertainment,M,
7775,"Ahmedabad, India",31-Oct-20,Platinum,,F,249529.0
7776,"Grgater Mumbai, India",22-Jun-20,Signature,,F,
7777,"Bengaluru, India",14-Jan-19,Signature,Fuel,M,202624.0
7778,"Bengaluru, India",07-Aug-19,Platinum,Food,F,36486.0
7779,"Greater Mumbai, India",09-Jan-19,Platinum,Grocery,F,244800.0
7780,"Bengaluru, India",26-Sep-20,Signature,Bills,F,125954.0
7781,"Bengaluru, India",11-Feb-20,Signature,Grocery,F,
7782,,09-Nov-20,,Entertainment,M,142420.0
7783,"Delhi, India",19-Sep-19,Silver,Fuel,F,178664.0
7784,"Delhi, India",,Platinum,Food,M,62572.0
7785,"Ahmedabad, India",28-Feb-19,Silver,Entertainment,M,295814.0
7786,"Delhi, India",03-Apr-20,Signature,Bills,F,188514.0
7787,"Ahmedabad, India",27-Nov-20,Signature,Grocery,M,45475.0
7788,"Greater Mumbai, India",03-Oct-19,Signature,Food,F,33090.0
7789,"Bengaluru, India",01-Jan-19,Signature,Bills,F,305799.0
7790,"Greater Mumbai, India",07-Jun-20,Platinum,Fuel,,88722.0
7791,"Ahmedabad, India",17-Feb-20,Signature,Entertainment,M,180486.0
7792,"Bengaluru, India",13-Dec-20,Silver,Food,,39507.0
7793,"Greater Mumbai, India",10-Feb-20,Signature,Grocery,M,31884.0
7794,"Ahmedabad, India",24-Aug-20,,Fuel,M,260324.0
7795,"Greater Mumbai, India",30-Nov-20,Platinum,Fuel,,228256.0
7796,"Bengaluru, India",15-Apr-20,Signature,Grocery,F,191999.0
7797,"Delhi, India",13-May-20,Signature,Food,F,200806.0
7798,"Ahmedabad, India",,Signature,Bills,F,15176.0
7799,"Ahmedabad, India",27-Apr-19,Gold,Food,M,15091.0
7800,"Delhi, India",25-Apr-20,Gold,Entertainment,M,152331.0
7801,"Ahmedabad, India",28-Feb-20,Signature,Food,F,36194.0
7802,"Greater Mumbai, India",,Signature,Fuel,F,65241.0
7803,"Greater Mumbai, India",17-Apr-19,Gold,Fuel,M,23796.0
7804,"Bengaluru, India",05-Oct-19,Silver,Food,F,165744.0
7805,"Ahmedabad, India",02-Sep-20,Signature,Entertainment,F,260827.0
7806,"Ahmedabad, India",02-Nov-20,Signature,Food,F,138822.0
7807,"Bengaluru, India",22-Oct-19,Silver,Grocery,M,298914.0
7808,"Bengaluru, India",29-Jul-19,,Entertainment,M,202482.0
7809,"Delhu, India",26-Jul-19,Signature,Food,M,132696.0
7810,"Greater Mumbai, lndia",21-Aug-19,Silver,Entertainment,F,61308.0
7811,"Ahmedabad, India",07-Oct-19,Silver,Bills,F,229617.0
7812,"Ahmedabad, India",09-Mar-19,Signature,Grocery,M,184250.0
7813,"Greater Mumbai, India",11-Dec-20,Silver,Bills,M,306248.0
7814,"Bengaluru, India",20-Apr-20,Signature,Grocery,,80659.0
7815,"Ahmedabad, India",,Silver,Entertainment,M,17383.0
7816,"Delhi,kIndia",21-Nov-19,Gold,Fuel,M,226289.0
7817,"Bengaluru, India",28-Sep-20,Platinum,Grocery,F,239758.0
7818,"Ahmedabad, India",11-Dec-20,Gold,Bills,F,211002.0
7819,"Ahmedabad, India",31-Aug-19,Signature,Grocery,F,87772.0
7820,"Ahmedabad,yIndia",29-Dec-19,Gold,Bills,F,86004.0
7821,"Ahmedabad, India",23-Dec-20,Gold,Grocery,M,154828.0
7822,"Ahmedabad, India",06-Oct-20,Silver,Entertainment,F,1856.0
7823,"Delhi, India",20-Apr-20,,Bills,F,191945.0
7824,"Ahmedabad, India",21-Aug-19,Gold,Grocery,F,303247.0
7825,"Bengaluru, India",21-Jan-19,Platinum,Entertainment,M,15979.0
7826,,23-Jan-20,Signature,Entertainment,F,279778.0
7827,"Ahmedabad, India",15-May-20,Silver,Bills,F,176727.0
7828,"Greater Mumbai, India",22-Dec-20,Silver,Entertainment,M,180003.0
7829,"Delhi, India",12-Feb-19,Silver,Bills,M,215794.0
7830,"Greater Mumbai, India",26-Nov-19,Gold,Entertainment,M,263362.0
7831,"Delhi, India",11-Jul-20,Signature,Food,F,133151.0
7832,"Bengaluru, India",,Signature,Fuel,M,
7833,"Bengaluru, India",16-Nov-19,Gold,Grocery,M,156101.0
7834,"Ahmedabad, India",14-Dec-19,Gold,,F,166343.0
7835,"Delhi, India",25-Aug-19,Gold,Entertainment,M,162640.0
7836,"Ahmedabad, India",29-Dec-20,Gold,Entertainment,M,150898.0
7837,"Ahmedabad, India",17-Nov-19,Platinum,Fuel,M,101977.0
7838,"Greater Mumbai, India",,Signature,Food,M,111458.0
7839,"Greater Mumbai, India",04-Jul-19,Silver,Entertainment,,30854.0
7840,"Bpngaluru, India",24-May-19,Platinum,Grocery,M,288967.0
7841,"Delhi, India",10-Sep-19,Platinum,Fuel,F,296855.0
7842,"Ahmedabad, India",22-Dec-19,Silver,Fuel,F,304331.0
7843,,12-Jan-19,Platinum,Food,M,22360.0
7844,"Delhi, India",25-Mar-20,,Bills,M,75491.0
7845,,07-Oct-20,Platinum,Food,M,244665.0
7846,"Ahmedabad, India",15-Feb-19,Platinum,Fuel,F,16932.0
7847,,20-Apr-20,Silver,Fuel,,6736.0
7848,"Greater Mumbai, India",11-Apr-20,Gold,Entertainment,F,240192.0
7849,"Delhi, India",10-Aug-20,Platinum,Food,F,162899.0
7850,"Bengaluru, India",21-Oct-20,Silver,Food,F,200833.0
7851,"Delhi, India",25-Nov-20,Silver,Entertainment,F,60422.0
7852,"Delhi, India",12-Mar-19,Silver,Entertainment,,226957.0
7853,,24-Apr-20,Signature,Fuel,F,158192.0
7854,"Delhi, India",27-Feb-19,Gold,Grocery,F,7292.0
7855,"Greater Mumbai, India",16-Jun-20,Silver,Food,M,66207.0
7856,"Ahmedabad, India",12-Jun-20,,Bills,F,64434.0
7857,"Bengaluru, India",14-Oct-20,Platinum,Fuel,M,143285.0
7858,"Bengaluru, India",01-Jan-20,Silver,Bills,M,239305.0
7859,"Bengaluru, India",19-Oct-19,Silver,Entertainment,F,185396.0
7860,"Greater Mumbai, India",09-Feb-19,Silver,Bills,M,16687.0
7861,"Ahmedabad, India",22-Feb-20,Silver,Bills,M,86123.0
7862,,01-May-19,Gold,Food,F,227740.0
7863,"Greater Mumbai, India",18-Nov-20,Gold,Food,F,
7864,"Greater Mumbai, India",24-Aug-19,Gold,Bills,M,
7865,"Delhi, India",18-Dec-19,Platinum,Entertainment,,290949.0
7866,"Delhi, India",15-Nov-19,Gold,Grocery,M,163574.0
7867,,31-Oct-19,Gold,Fuel,M,20083.0
7868,"Ahmedabad, India",19-Jun-19,Gold,Entertainment,M,172060.0
7869,"Bedgaluru, India",27-Sep-20,Silver,Fuel,M,21133.0
7870,"relhi, India",24-Jan-19,Silver,Fuel,M,149887.0
7871,"Bengaluru, India",17-Feb-19,Gold,Bills,M,121383.0
7872,"Ahmedabad, India",22-Feb-20,Gold,Bills,M,280679.0
7873,"Bengaluru, India",18-Jan-20,Platinum,Grocery,M,229359.0
7874,,08-Mar-20,Platinum,Entertainment,F,8140.0
7875,"Delpi, India",18-May-19,Silver,Bills,M,
7876,"Delhi, India",16-Feb-19,Signature,Fuel,F,243361.0
7877,"Bengaluru, India",07-May-20,Gold,Entertainment,M,135316.0
7878,"Ahmedabad, India",08-Sep-19,Silver,Bills,F,
7879,"Bengaluru, India",29-Jul-19,Silver,Grocery,M,179842.0
7880,"Delhi, India",29-Jan-19,,Bills,M,159649.0
7881,"Ahmedabad, India",28-Nov-19,Gold,Entertainment,F,322224.0
7882,"Greater Mumbai, India",11-Feb-20,Gold,Entertainment,F,53610.0
7883,"Delhi, India",16-Apr-20,Gold,Grocery,F,91669.0
7884,"Ahmedabad, India",03-Feb-20,Platinum,Grocery,F,186379.0
7885,"Bengaluru, India",08-May-20,Signature,Food,M,211055.0
7886,,19-Nov-19,Gold,Food,M,124178.0
7887,"Ahmedabad, India",18-Mar-20,Platinum,Entertainment,F,93480.0
7888,"Bengaluru, India",31-Jul-19,,Food,F,64052.0
7889,"Ahmedabad, India",27-Apr-19,Signature,Food,M,32748.0
7890,"Delhi, India",31-Dec-19,Silver,Entertainment,F,98295.0
7891,"Ahmedabad, India",26-May-20,Platinum,Grocery,F,261285.0
7892,"Bengaluru, India",28-Apr-20,Platinum,Grocery,F,204260.0
7893,"Delhi, India",12-Apr-20,Silver,Fuel,F,90569.0
7894,"Bengaluru, India",,Gold,Fuel,F,219144.0
7895,"Ahmedabad, India",12-Apr-19,Signature,Entertainment,M,217315.0
7896,"Ahmedabad, India",29-Apr-20,Platinum,Entertainment,F,194383.0
7897,,15-Jan-19,Silver,Grocery,M,301048.0
7898,"Ahmedabad, India",28-Apr-20,Platinum,Fuel,M,248174.0
7899,"Ahmedabad, India",,Gold,Fuel,M,132681.0
7900,Delhiw India,19-Sep-20,Gold,Bills,F,88460.0
7901,"Greater Mumbai, India",,Platinum,Bills,F,43278.0
7902,"Ahmedabad, India",04-Oct-19,Signature,Food,F,96908.0
7903,"Ahmedabad, India",16-Jan-19,Gold,Bills,F,12420.0
7904,"Greater Mumbai, India",18-Feb-20,Platinum,Entertainment,F,149666.0
7905,"Greater Mumbai, India",10-May-20,Silver,Food,F,268090.0
7906,"Bengaluru, India",26-Dec-19,Silver,Fuel,M,246308.0
7907,"Delhi, India",25-Sep-19,Platinum,Entertainment,F,141786.0
7908,"Delhi, India",11-Sep-20,Gold,Fuel,F,203540.0
7909,,02-May-19,Signature,Fuel,M,15455.0
7910,"Bengaluru, India",20-Jun-19,Gold,Entertainment,F,134087.0
7911,"Bengaluru, India",04-Mar-19,Platinum,Bills,F,33953.0
7912,,06-Dec-19,Silver,Fuel,M,101895.0
7913,"Delhi, India",09-Dec-19,Silver,Bills,F,100368.0
7914,"Ahmedabad, India",31-Dec-19,Silver,Grocery,F,179326.0
7915,"Ahmedabad, India",06-Aug-19,Signature,Bills,M,147438.0
7916,"Bengaluru, India",05-Jan-20,Gold,Grocery,M,23632.0
7917,"Bengaluru, India",28-Jul-20,Signature,Entertainment,,112821.0
7918,"Bengaluru, India",29-Jun-20,,Bills,F,74521.0
7919,,28-Oct-19,Signature,Bills,M,114568.0
7920,"Ahmedabad, India",24-Nov-20,Gold,Fuel,F,115989.0
7921,"Ahmedabad, India",16-Sep-19,Silver,Food,F,
7922,"Greater Mumbai, India",,,Entertainment,F,52453.0
7923,"Delhi, India",28-Jan-20,Platinum,Fuel,F,104920.0
7924,"Bengaluru, India",24-Mar-20,Platinum,Entertainment,F,219008.0
7925,"Greater Mumbai, India",01-Dec-19,,Bills,M,205686.0
7926,"Ahmedabad, India",02-Dec-19,Signature,Grocery,F,305444.0
7927,"Ahmedabad, India",05-Nov-20,Silver,Entertainment,F,298096.0
7928,"Greater Mumbai, India",27-Feb-19,Silver,Fuel,F,187712.0
7929,"Greater Mumbai, India",,Silver,Fuel,M,278192.0
7930,"Greater Mumbai, India",18-Nov-20,Signature,,M,186565.0
7931,"Ahmedabad, India",04-Apr-20,Silver,Fuel,F,188868.0
7932,"Greater Mumbai, India",22-Jul-20,Signature,Bills,F,80418.0
7933,"Greater Mumbai, India",29-Jul-20,Silver,Entertainment,F,225712.0
7934,"Delhi, India",03-Apr-19,Silver,Bills,M,83597.0
7935,"Bengaluru, India",27-Mar-19,Silver,Entertainment,,287182.0
7936,"Ahmedabad, India",17-Nov-20,Silver,Entertainment,M,127181.0
7937,"Bengaluru, India",27-Nov-20,Gold,Fuel,F,
7938,"Bengaluru, India",21-Jan-19,Platinum,,F,83280.0
7939,"Ahmedabad, India",30-Apr-20,Silver,Entertainment,F,249675.0
7940,,11-Dec-20,Platinum,,M,151223.0
7941,"Greater Mumbai, India",25-Mar-20,Gold,Bills,M,132239.0
7942,"Bengaluru, India",19-Oct-19,Silver,Grocery,M,177974.0
7943,"Greater Mumbai, India",09-Sep-20,Platinum,Entertainment,M,207025.0
7944,"Delhi, India",15-Sep-20,Gold,Grocery,,37646.0
7945,"Ahmedabad, India",12-May-20,Gold,Fuel,M,198228.0
7946,"Delhi, Inyia",06-May-19,Signature,,F,168185.0
7947,"Bengaluru, India",27-Apr-19,Gold,Fuel,F,71235.0
7948,"Bengaluru, India",27-Jan-20,,Bills,M,133098.0
7949,"Greater Mumbai, India",,Gold,Bills,M,14051.0
7950,"Greater Mumbai, Inhia",29-Jun-20,Signature,Entertainment,M,165807.0
7951,"Ahmedabad, India",05-Mar-20,Gold,Fuel,M,226960.0
7952,"Bengalurw, India",10-Sep-19,Gold,Entertainment,M,264421.0
7953,"Ahmedabad, India",19-Sep-20,Platinum,Entertainment,F,230121.0
7954,"Bengaluru, India",05-Dec-20,Gold,Food,F,117579.0
7955,"Ahmedabad, India",25-May-19,Signature,Fuel,M,66045.0
7956,"Bengaluru, India",09-Jan-20,Platinum,Food,F,158937.0
7957,"Delhi, India",17-Nov-20,Silver,Entertainment,M,148495.0
7958,"Bengaluru, India",29-Nov-19,Gold,Entertainment,M,228322.0
7959,"Delhi, India",21-Apr-19,Gold,Bills,F,249555.0
7960,"Bengaluru, India",02-Jun-19,Gold,Entertainment,M,61398.0
7961,"Bengaluru, India",29-Apr-19,Platinum,Bills,M,219225.0
7962,"Bengaluru, India",12-May-19,Signature,Fuel,F,186485.0
7963,,05-May-19,Silver,Grocery,M,50100.0
7964,"Greater Mumbai, India",22-Mar-20,Silver,Entertainment,F,287902.0
7965,"Ahmedabad, India",18-Nov-20,Gold,Fuel,M,75903.0
7966,"Bengaluru, India",22-May-20,Signature,Fuel,M,191357.0
7967,"Bengaluru, Indba",03-Jul-19,Gold,Grocery,M,200950.0
7968,"Ahmedabad, India",13-Apr-20,Signature,Grocery,F,160450.0
7969,"Delhi, India",02-May-19,Silver,Food,M,126544.0
7970,"Greater Mumbai, India",31-Aug-20,Platinum,Fuel,M,47656.0
7971,"Delhi, India",15-Apr-19,Silver,Fuel,F,126468.0
7972,"Ahmedabad, India",14-Apr-19,Silver,Food,F,203493.0
7973,"Greater Mumbai, India",22-Oct-20,,Grocery,F,293766.0
7974,"Greater Mumbai, India",30-Mar-20,Gold,Food,F,167837.0
7975,"Bengaluru, India",31-Dec-20,Silver,Food,F,108745.0
7976,"Greater Mumbai, India",08-Nov-20,Signature,Fuel,M,261847.0
7977,"Delhi, India",26-Dec-19,Silver,Entertainment,F,22630.0
7978,"Greater Mumbai, India",06-Aug-20,Platinum,Fuel,F,125718.0
7979,"Ahmedabad, India",23-Sep-20,Gold,Food,M,11129.0
7980,"Bengaluru, India",09-Dec-20,Gold,Entertainment,M,86152.0
7981,"Greater Mumbai, India",18-Jan-19,Signature,Entertainment,M,59815.0
7982,,25-Oct-20,Silver,Fuel,M,171877.0
7983,"Delhi, India",01-Feb-19,Silver,Entertainment,M,165917.0
7984,"Ahmedabad, India",25-Nov-20,Signature,Fuel,F,149497.0
7985,"Greater numbai, India",09-Jan-19,Signature,Bills,F,17577.0
7986,"Greater Mumbai, India",01-May-19,Platinum,Fuel,F,302457.0
7987,"Greater Mumbai, India",26-Dec-20,Signature,Fuel,,117629.0
7988,"Bengaluru, India",08-Oct-20,Signature,Food,F,9720.0
7989,"Ahmedabad, India",09-Apr-20,Gold,Entertainment,F,214870.0
7990,"Greater Mumbai, India",09-Mar-19,Silver,Grocery,M,1742.0
7991,"Greater Mumbai, India",05-Feb-20,Signature,,F,260354.0
7992,"Delhi, India",08-Apr-20,Gold,Entertainment,M,118240.0
7993,"Ahmedabad, India",12-Oct-19,Gold,Bills,M,209498.0
7994,"Ahmedabad, India",30-Jan-19,Platinum,Bills,F,186431.0
7995,"Delhi, India",08-Dec-20,Gold,Grocery,F,227440.0
7996,"Ahmedabad, India",10-Jul-20,Platinum,Grocery,M,13026.0
7997,"Bengaluru, India",18-Apr-20,Platinum,Grocery,F,281417.0
7998,"Ahmedabad, India",12-Mar-19,Signature,,F,175910.0
7999,"Delhi, India",11-Aug-19,Platinum,Fuel,M,121834.0
8000,"Delhi, India",27-Jun-19,,Entertainment,F,25557.0
8001,"Bengaluru, India",23-Mar-20,Signature,Fuel,F,98183.0
8002,"Greater Mumbai, India",04-Oct-19,Gold,Fuel,M,148136.0
8003,"Bengaluru, India",25-Dec-19,Platinum,Food,F,41097.0
8004,"Ahmedabad, India",28-Dec-20,Platinum,Fuel,F,155131.0
8005,"Ahmedabad, India",01-Mar-19,Signature,Entertainment,F,52093.0
8006,"Ahmedabad, India",12-Dec-20,Signature,Food,F,226140.0
8007,"Delhi, India",,Silver,Fuel,F,87335.0
8008,"Delhi, India",04-Aug-20,Signature,Grocery,M,242693.0
8009,"Bengaluru, India",01-Oct-20,Platinum,Entertainment,M,259507.0
8010,"Bengaluru, India",08-Dec-20,Signature,Bills,F,157418.0
8011,"Bengaluru, India",24-Feb-19,Platinum,Food,,90723.0
8012,"Bengaluru, India",16-May-20,Silver,Food,F,39053.0
8013,"Delhi, India",30-Nov-19,Signature,Bills,M,41563.0
8014,"Greater Mumbai, India",03-Dec-19,Signature,Grocery,M,16382.0
8015,"Greater Mumbai, India",05-Sep-20,Platinum,Bills,F,194064.0
8016,Bengalurub India,09-Feb-19,Gold,Grocery,M,56469.0
8017,"Delhi, India",08-Dec-20,Gold,Grocery,M,220343.0
8018,"Ahmedabad, India",,Signature,Bills,F,258926.0
8019,,11-Jan-19,Gold,Bills,F,297191.0
8020,"Bengaluru, India",13-Nov-19,Signature,Entertainment,M,125671.0
8021,"Ahmedabad, India",20-Jan-19,Gold,Food,M,160509.0
8022,"Delhi, India",02-Jul-20,Signature,Grocery,F,208125.0
8023,"Greater Mumbai, India",11-Dec-20,Platinum,Grocery,M,34294.0
8024,"Delhi, India",07-Aug-19,Platinum,Food,F,231943.0
8025,"Bengaluru, India",21-Jul-20,Gold,Grocery,F,84677.0
8026,"Ahmedabad, fndia",19-May-20,Signature,Fuel,M,56518.0
8027,"Bengaluru, India",19-Dec-19,Silver,Bills,F,44556.0
8028,"Ahmedabad, India",16-Feb-19,Signature,Entertainment,M,194041.0
8029,"Bengaluru, India",05-Oct-19,Silver,Fuel,F,114848.0
8030,"Delqi, India",02-Jul-20,Signature,Entertainment,F,83059.0
8031,"Bengaluru, India",29-Sep-20,Platinum,Food,F,267900.0
8032,"Bengaluru, India",07-Mar-19,Platinum,Fuel,M,157194.0
8033,"Bengaluru,mIndia",31-Dec-20,Gold,Bills,M,111562.0
8034,"Greater Mumbai, India",29-Sep-19,Gold,Bills,F,139352.0
8035,"Delhi, India",09-May-19,Signature,Bills,F,152659.0
8036,"Delhi, India",19-Feb-20,Platinum,Bills,M,201528.0
8037,"Delhi, India",21-Dec-19,Signature,Bills,M,114866.0
8038,"Bengalrru, India",31-Mar-20,Silver,Bills,F,268825.0
8039,"Bengaluru, India",01-Apr-19,Silver,Entertainment,M,254629.0
8040,"Delhi, India",07-Feb-19,Gold,Food,M,129746.0
8041,"Greater Mumbai, India",30-Nov-19,Signature,Bills,F,296761.0
8042,"Bengaluru, India",01-Apr-19,Signature,Grocery,M,248291.0
8043,"Bengaluru, India",20-Jul-20,Silver,Bills,M,154862.0
8044,"Bengaluru, India",07-May-19,Platinum,Bills,F,
8045,"Ahmedabad, India",24-May-19,Signature,Bills,M,144011.0
8046,"Greater Mumbai, India",14-Jan-20,Signature,Fuel,F,224014.0
8047,"Ahmedabad, India",27-Oct-19,Signature,Fuel,M,41446.0
8048,,25-Jan-19,Signature,Grocery,F,
8049,"Greater Mumbai, India",10-Feb-19,Platinum,Grocery,M,76453.0
8050,"Ahmedabad, India",13-Oct-20,Platinum,Entertainment,M,183167.0
8051,"Greater Mumbai, India",06-Apr-19,Silver,Fuel,M,271290.0
8052,"Bengaluru, India",10-May-20,Silver,Bills,M,219819.0
8053,"Delhi,cIndia",05-Feb-19,Platinum,Entertainment,M,72350.0
8054,"Greater Mumbai, India",11-Nov-19,Silver,Entertainment,F,309320.0
8055,"Greater Mumbai, India",03-Dec-20,Platinum,Fuel,F,54983.0
8056,"Delhi, India",21-Jul-19,Signature,Fuel,F,63751.0
8057,"Bengaluru, India",23-Oct-20,Platinum,Fuel,F,204058.0
8058,"Ahmedabad, India",13-Oct-19,Gold,Fuel,M,234706.0
8059,"Delhi, India",27-Nov-20,Silver,Food,M,212017.0
8060,"Greater Mumbai, India",27-Jun-20,Gold,Grocery,M,243382.0
